Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
,,Protom din ou 27 kg misty loiya aiccoin ni ,0,,,,,
,,Koto tk diya order diso ami oo saiyar antam bala oibo ni ou dore order diyar na,0,,,,,
,,Online o delivery dewa jay ni,0,,,,,
,,allah apnar ammar ekan hunia  lagce amar koilza siri jar....,0,,,,,
,,Allahay toufic dita  jate apne  mon moto burka pinta paroin,0,,,,,
,,price kila oibo ektu tho idea dita asla,0,,,,,
,,Online o dam kom offline o dam beshi dukan o giya deksi,0,,,,,
,,Khairam but akn o bujram na kichu,0,,,,,
,,Kismis kaile cul pore go boin ek bay benefit oile onno vay loss oy,0,,,,,
,,Upokarita bujci na but face jemon kicu poriskar oy,0,,,,,
,,Kowka..Notun kewre Biya korta allay Suki korba. Okta ow bettar,0,,,,,
,,Natok ses oigelo but e manushta ar bala oilo na,0,,,,,
,,Kicu manus ai rokom thake kunu din vala oyna,0,,,,,
,,Ita abar kita first hunlam,0,,,,,
,,Ami koiram korio na olan. Ami nijei korsi erforew na korram,0,,,,,
,,Kita oita aktu bujiya kow ikan aj k first nam hunci,0,,,,,
,,Vala go amra to furan oigesi Noya friend banao,0,,,,,
,,Moja lage na akbare o,0,,,,,
,,Apu eta koi taki ansoin ..sutobela kaise but akn pawa jay na kub miss kori,0,,,,,
,,Eta jar jar nosib. Ja kopol o joto kan suk duk ace arki.,0,,,,,
,,"Eta apnar luck or upor,,, husband apnar mon moto oile jekunu situation o vla sukhe takba",0,,,,,
,, aro koto jator review dekhar baki ase,0,,,,,
,,Allahy susto kori dita go boin,0,,,,,
,,Sylhet akta pallar ache. Remove korta parba permanent,0,,,,,
,,Allah y amr sob dua kobul korta,0,,,,,
,,Allahy bala janoin ami kita cairam,0,,,,,
,,Bohut din pore kisu dekia hashlam re bai..,0,,,,,
,,Eta kiccu oyna ,0,,,,,
,,Amro bala lagee khaite ami nije banaiya khai,0,,,,,
,,Yah Allah Ami ou aktu aga kaiya aisi ,0,,,,,
,,"Amar favourite, amar ammay banain khub moja oy",0,,,,,
,,Amar gallery full sarir pic a,0,,,,,
,,Ma babare chariya jawa tho akdin lagbo amra furi oici ,0,,,,,
,,ISS keu Jodi gift dito ,0,,,,,
,,Porichito manush re full dile problem oyh nah but jara re chino nah tara re just delivery charge ditay,0,,,,,
,,Jeta mon chay koro,0,,,,,
,,"ami agee agee sajtam kori pagol aslam,,ekon ar eta use kori na bakka din taki",0,,,,,
,,Sobre vala lage sob o mayar manush amr,0,,,,,
,,ami busy oile o Group o aia akta post koria jai.,0,,,,,
,,"koina kar lagi, nijor lagi na, nijor vair lagi ",0,,,,,
,,tmre onek thanks dear. aktu shomoy or lagi jeta na korso...,0,,,,,
,,Jawa o lagto nay tara amr sob chawa pawa maniya nein giya ,0,,,,,
,,1980 salaer kanhini Apne janoin kila,0,,,,,
,,Amar loga nu klk Tumi sylhet aslay ,0,,,,,
,,e jaga tho bakka shundor .1 din jawa lagbo dakiyar,0,,,,,
,,Amar boin o gasel Amar loga e jagat ,0,,,,,
,,Ami o Amar boin Tara re mendi makaia dese  same style a,0,,,,,
,,Amar biya tik o tho 1 mon Misti  mitai ansoin Amar hour a,0,,,,,
,,Amar bhai a 1st din amare a clg o loia gasoin,0,,,,,
,,koto Manush ain Jain Ami eta care o kori na,0,,,,,
,,Yaa amra o plan korram klk jaitam,0,,,,,
,,Ami jaimu AR aitam nh ,0,,,,,
,,Desh o takle buja jayna deshor maya .bidesh aile buja jay desh kita aslo ...,0,,,,,
,,Ou tik ase biyat aile gift ana lagbo naile khani paitay nay,0,,,,,
,,Masha Allah apu j sundor lager Apur weight koto,0,,,,,
,,Boro oia bujiar choto takte vala aslm,0,,,,,
,,group ta boro poricitho lager,0,,,,,
,,Apu e park or name Kita.joto duck. .amr baby loiya gelam ne beranit.,0,,,,,
,,Kub bala lagse bhai,0,,,,,
,,Kila kita kortam kishu akta korle to bala oilo one kono idea nai,0,,,,,
,,Choto belay ditam .chul onk silky oy. ,0,,,,,
,,Amneo silky oyjay Shampu use korla belt kuliya pori jay amr,0,,,,,
,,Onek vala akjon manush,0,,,,,
,,Amar kase available ase... delivery dei saile nite farba,0,,,,,
,,wahab o ase shop or nm monoo   or na mayan or side a ono akta dukn ase,0,,,,,
,,Kando kane ami asi na ni,0,,,,,
,,Ajk biya oise na kori ekta comment korte parlam naa,0,,,,,
,,Sylhet town er bitre delivery charge koto?,0,,,,,
,,Biya oise nh abo biya oiya hrle koimu ,0,,,,,
,,Tel or picture takle dio apu,0,,,,,
,,Amr boninte nein dekia ami disi. ,0,,,,,
,,Fokir owar  o limit thaka dorkar,0,,,,,
,,ila jodi oy hasa te to amrar idt o onk manuse gure ita dekhi deky na,0,,,,,
,,Cmnt poriya hiktam aslam.. kunu buai e ekan koinna,0,,,,,
,,Hasaw ni apu etaa...,0,,,,,
,,Amio Janina ou bishoyta kilan kita kew kou plzz,0,,,,,
,,Shb eh f f Korra kne F mane kita,0,,,,,
,,jaitam...but sater kew nay akla dita caira na family taki,0,,,,,
,,Onek student ar e visa or amrar agency taki o kaj soler,0,,,,,
,,"Kita dewya jay e din,,, dilamne idea fairam na ",0,,,,,
,,Jamair loge ar deka oise na nani,0,,,,,
,,Shukriya market or nise gorir dukanor ono tik kora jay,0,,,,,
,,Ajk amar lagi eta kuv joruri aslo thank you ,0,,,,,
,,Apu okol kew amare ekta  job milaiya dita farba ni,0,,,,,
,,Kila paiso share korio,0,,,,,
,,Ami Akdin delivery man er opor crush  khaichi,0,,,,,
,,thik korray ekan taki baroi jaw,0,,,,,
,,Jibone hunchi na dud ca r maje eta dite,0,,,,,
,,thik oise apu ikan taki baroni best decision ,0,,,,,
,,Kemne go ektu details a koibay ni ami sinram nah r eta kila lagain.,0,,,,,
,,Msg er reply dewa dorkar asel ,0,,,,,
,,Tmi ans dew ami hou manus jare afnara dekat aicoin ,0,,,,,
,,Dj netri usligesoin,0,,,,,
,,Queen of sylhet re kigge solailo be,0,,,,,
,,vedio korte korte chowko somossa aicce ni tor ammar,0,,,,,
,,cachiye daki l phone chalain ,0,,,,,
,,Stti onk mojar vdo banaw tmra Ei vdo dekia jar mood off thakbo tar mood on oite baiddo ,0,,,,,
,, tor biyat tui ola kanbe,0,,,,,
,,Tumra mari laybay re by hasayte hasayte ,0,,,,,
,,Allah ami sesh eta kijator natok,0,,,,,
,,Eta kita obsta lagiso bhai apnera hasta hasta pat bis oigasa,0,,,,,
,, tumra amr tk na dile biyar card ditam nay,0,,,,,
,,Yaaa suna apa online na aile   natok dektam na ni amra,0,,,,,
,,Oy asholeu vala..ami nje ekta used krsi . akdin e. Long lasting . gamleo ute na,0,,,,,
,,Allah jela dicoin ola ou sundor ami mone kori,0,,,,,
,,Ami tho biyat jaitam na ami koinar loge oiya noshar bari jaimu,0,,,,,
,,"Jure khailimu ami,khaity ditay na kita",0,,,,,
,,Doraiya dilaisi react noile biyat kani miss,0,,,,,
,,Amio akla thaki grp thakay amr lonely feel or na,0,,,,,
,,Farbes a koibo e Kun jagat ailam ba ,0,,,,,
,,I can't do this... J English marsot re baba modon ,0,,,,,
,,oto Jala Amar r bala lagar na,0,,,,,
,,modon re diya sad video oito na,0,,,,,
,,video taa fany oile ooo bout emotional,0,,,,,
,,bujlam na Tumi deki fura nayok,0,,,,,
,,suna Bai 1 copy Mari de reba,0,,,,,
,,camera r dam a tumrar kandan loa jaibo,0,,,,,
,,Darun acting krte paros vai lov u,0,,,,,
,,Tor mukh dekh te dekh te amar batir mukh fawri laise ,0,,,,,
,, modon akon ae group o shob taki famous.,0,,,,,
,,Amra Sylhet or Manushe dehkoin Bhai Sylhet bortomane tumi tain jonoprio mukh,0,,,,,
,,Huruta ala goror joto manush unfollow maridew sesh r aito ny video ,0,,,,,
,,Ou tik asa point kaw dorto na,0,,,,,
,,Welcome afa Ami apnar kotha vabram koi Moderator einre deki cini na ,0,,,,,
,,Oito oito trend follow kora oito,0,,,,,
,,Akmatro ma sara kw ny,0,,,,,
,,dekia lager Ai dia edit kora,0,,,,,
,,Ma sha allah je cute couple ,0,,,,,
,,baiyay kita job koroin go,0,,,,,
,,Ma sha allah 15din age amio gia aisi je sundhor ektaaa place jeee vala lage nirai sirai ,0,,,,,
,,"Tumi Camara na doria ,garit dakka dela kita oy",0,,,,,
,,eta re dukta dey kigu a ,0,,,,,
,,Hasina be like jairam na re suna,0,,,,,
,,"ilan chowk thakle tabij kora lage na boin,emneu premo pore gesi, ",0,,,,,
,,O mai go amra purin prem o poria kita kortam,0,,,,,
,,Tarar hasi dkia amr o hasi uter,0,,,,,
,,Beti re fam dia Kali kaira  boue,0,,,,,
,,Manus a koinnar muko emoji day r tui daman or muko dile ,0,,,,,
,,Selain khaile thik oijibo in sha allah.. Or selain,0,,,,,
,,200 oile stroke korar possibility khub beshi. Dr dekhao,0,,,,,
,,Obosshoi Emergency o loia jaita,0,,,,,
,,tetul kawaw r kata jamir takle matat kata jamir or ros dew,0,,,,,
,,Oyo go korta na dela to rag kormuuuu,0,,,,,
,,Tou kita oise chine nh jikailo kori kita oilo,0,,,,,
,,Bhai amar ex nilay gi ,0,,,,,
,,Bhai Rag korsi dawat dilay na biyar,0,,,,,
,,Kismoto ogun porce na ajke kopal vala,0,,,,,
,,"Na eta vala nay, tumi boxer ni go mai",0,,,,,
,,Chamra katsee otar lagi chintat asee taraa ,0,,,,,
,,Wow.kalare akta makci  notun dawar dorkar,0,,,,,
,,Apnarare support kori apnara reply dein na kne,0,,,,,
,,tara tk dile o ami e lakan kam korlam na one re vai.,0,,,,,
,,fandoo forsoin baisab ,0,,,,,
,,Amrar ekta ase ita ruti 20 khan khailibo,0,,,,,
,,Modon a jata kora sob taki alada ,0,,,,,
,,Bhai eta kun jaga aktu koyo,0,,,,,
,,Afnarar video dekiya j kosto lagce.,0,,,,,
,,- bhaiii amare emotional koriliso!,0,,,,,
,,Buddi ace Vai duniat takte jannath kinlay,0,,,,,
,,Jula doraiona video delete  koriona amra ase ,0,,,,,
,,"Gorur mangsor loge 7Up kawar din aicche 
Rag korlah?? ",0,,,,,
,,picchi picchi couple oklor jaga ikan,0,,,,,
,,Rasta bout sundor plus bamside a perfume or factory o ase ,0,,,,,
,,Amr baranda taki dekha jay. Rait bristi oile aro shundor lage .,0,,,,,
,,Oulan kira utse mathat,0,,,,,
,,ita buddhi ekon r faitay nay khub miss koriar recipe afare,0,,,,,
,,tumi kundin aitay j miss koriar,0,,,,,
,,Acting level baire bai  hasi aitew oibo dekhle ekbar,0,,,,,
,,amare ekdin sandwitch kawanit loia jaibay ni,0,,,,,
,,E age o  hari gesoin nih ,0,,,,,
,,Dekhi dekhi somoy par oi gase akon tho korar somoy,0,,,,,
,,oise na photo ania post korta asla ,0,,,,,
,,Vair mukor mat ou akekta content,0,,,,,
,,Bhai cockroach Janata party follow koro ami o korse,0,,,,,
,,Amra goto porsu follow korsi CJP ,0,,,,,
,,Amra Maai hunchi groupor head ,0,,,,,
,,oi sani tumra kita r vala oite nay ni be ,0,,,,,
,,Sera binodon re bhai .bori de ,0,,,,,
,,E duk koio nh gclm biat 4 ta bade vat dice ola j kosto oice,0,,,,,
,,Amr ammay koira raikkos okle sara kaiya jaira giya,0,,,,,
,,jawra brother tik aca,0,,,,,
,,Sob kano soytani tumr chowko oto ta pore kamne re vhai ,0,,,,,
,,siddik vai sera matoin mat hunle hasi aiyoy,0,,,,,
,,"tumra sobtin dekhlam ajke,  r tui beti egur mair khaile dekhlam ",0,,,,,
,,Betin agu ar deki na Kali Tor muk ow deki ,0,,,,,
,,Oy re vai current akash o R wifi shagor o .ak jalani Dera etay,0,,,,,
,,Bai goul kila oibo Bar o to je boro  Fattor raka,0,,,,,
,,Otto fajil re bhai hokol,0,,,,,
,,Chur oile manush vla Hahaha,0,,,,,
,,Gur gondee....!,0,,,,,
,,J bate koiso go boin manus e na chaile o negative vabe nibo ,0,,,,,
,,Ulta modon sera re..,0,,,,,
,,Modon or Aangti kano Lagaile,0,,,,,
,,"kita korar kotha koilo ikan otto dekram na,",0,,,,,
,,Ish rego tumar ikta ek dom mia khalifa lager,0,,,,,
,,Apa ami ollosh.,0,,,,,
,,Na Londoni lage amr kase,0,,,,,
,,Hedin laglo porimoni,0,,,,,
,,koto dia kinlay qurbanir goru,0,,,,,
,,kita re ghoro koyta dilay loiya,0,,,,,
,,ya allah sasiye eid or namaj porsoin na,0,,,,,
,,"Tumra na koile cinte parlam na one j eta koiljja",0,,,,,
,,kita go ammajan qurbani disoin ni,0,,,,,
,,Deshor furi desho takia kolija sino nani,0,,,,,
,,sob or comments dekiya amar hashi,0,,,,,
,,goro kicchu takle to kaitay lucky appiye jeta anchila ita to shesh,0,,,,,
,,glue di lagailain apu kita r korba,0,,,,,
,,Yaaaa ow kita te? Jutar 12 ta bajailison,0,,,,,
,,"Etha shob huruthay koroen",0,,,,,
,,Hurutar Mon Kola Gaso Bucce Na Bucce Na Suto Baicca,0,,,,,
,,same amar furir shoes  baccain tor ma oklor life olaw.ami aktu makeup korle furi re o dewa lage ,0,,,,,
,,"Emneu koidin gelé amar puriye nije nije parbo",0,,,,,
,,Ota same amio anaislam.olam suti ges ekdine.i think ogun bala nay,0,,,,,
,,Na apu e shoe ekan or ek pau or shoe kuliya pori jay amar furi ekdin pinda bade tair ta pori gese,0,,,,,
,,shoes kita bondorbajar coatpoint thaki kina ni,0,,,,,
,,Aymar think korocin ammue tho ro diba kiniya taile egu ami sutailai,0,,,,,
,,Shomssha nai ammu marketo gele arekta kiniya anba.,0,,,,,
,,caca eno kita koro bah,0,,,,,
,,hasau koico appi ma okol ter santi nai,0,,,,,
,,rag uti gaslo ar lagi,0,,,,,
,,ayma pakiye to hunchoin na ayma pakir kandat giya koin,0,,,,,
,,"Next amare doro afa,, ami itar king",0,,,,,
,,apu edite besi korilisoin  Contrast besi komailisoin lal oiges skin ,0,,,,,
,,taw tik ekan to vabsina. Ami oile kiban ua falaite parlam nane,0,,,,,
,,Camerar samne brain kaaj kora off korilay manshor go buai,0,,,,,
,,18t o k jitse taw jani ar credit o amr gushti .khela bujina khali goal chini ar tarar reaction a buji k win ,0,,,,,
,,Tain kior Argentina fan ami football bujina amonki like o korina taw jani k win oise.karon habigushir khandon a ter pailsilam ar fb ase to,0,,,,,
,,Disturb dio na ba tarare,0,,,,,
,,Amar souk to fiseh diya,0,,,,,
,,camera ouk r bour samne ouk kichu vultam na,0,,,,,
,,Tain bule abar Argentinar fan Content or lagi otto overacting oilo na bro Football oilo emotion,0,,,,,
,,"Vidio ta bala oise go ami liyaana taki 2ta nisi",0,,,,,
,,black okta sundor saile gift korta faroin,0,,,,,
,,ami shukrobare aimu duscount faimuni,0,,,,,
,,friday t kita kula takbo ni,0,,,,,
,,duro aste aste kow,0,,,,,
,,tui go boin koire r ami hashte hashte shesh,0,,,,,
,,Bakka koto ta ami jibone o hunce na,0,,,,,
,,Amr horir lakan mat go boin,0,,,,,
,,agor amli betintor kait dekram tumar maje aicche,0,,,,,
,,hogo mai tumar lakan ekta bou amar lage dibay ni go,0,,,,,
,,Tumar mate je maya lager go appi,0,,,,,
,,buai deki j gorom gorom mato bishoy kita,0,,,,,
,,Same situation o aci re by. Amra duniyat aice manshor biya dekar lagi,0,,,,,
,,"Amrar aro bala tho, biya khaia khaia din jaibo gia",0,,,,,
,,Hsaw biya ni,0,,,,,
,,"Tmr sorom nai vai cuto oguye biya Kori dilo",0,,,,,
,,daman re dekia lager na tain daman kori,0,,,,,
,,Ow vidio ta kila Rimon bai barit fatail jai sinta korram,0,,,,,
,,Topic akta faile sob a e topic loiya video banain  matro biplob bair video deklam tare niya akhon apnar ,0,,,,,
,,Kotha Oilo Lutfure e furi igure potailo kila,0,,,,,
,,boro bair kopalo bou nai,0,,,,,
,,tain arekta shomossha korsoin tanor coat or nichor gutam lagaita buligesoin,0,,,,,
,,batiji tunir lagal failay koi,0,,,,,
,,"Bai e actress boin hindu ni,tanor accent e lage",0,,,,,
,,Tmar ak boin re bai Tutat masi boita nay,0,,,,,
,,kaia daia kam naini ammar kase giya kantam,0,,,,,
,,bafre baf j kora boin,0,,,,,
,,"Apnar apon bun ni",0,,,,,
,,"mitai taki jotobar mishti kinchi otobar tenga take, itay bala mishtir loge fosa mishtio dilay",0,,,,,
,,boinor golar sound komanir kuno option ase ni mike lagail na kita golat,0,,,,,
,,Ek din or lagi gf loiya jaitho ar cot khaitho nani,0,,,,,
,,kitar lagi reba baisab ita video dia manushre hotash korray,0,,,,,
,,Bhair findo deki hofari kafor ,0,,,,,
,,"3500 igun taka nay lager tar mate",0,,,,,
,,"ita sylhet or kun jagat ba baisab, r ita kita room bhara dia taka jaiboni na kali koydinor lagi",0,,,,,
,,Hasani bai elajodi oy amr onek help oibo vai 3hajar tekar akta basa paile,0,,,,,
,,1 dinor lagi habi gusty loia ke jaibo,0,,,,,
,, bishoy ekan nay fura video dekh abar kicchu common laglleh kois,0,,,,,
,,"tmr loge ami mair o farmu kilan miah",0,,,,,
,,koi beta oito ne mair ,0,,,,,
,,"Na khaiya chikon oibe, mair korar pore abar khaiya muta oibe ",0,,,,,
,,farte nay te lampa matos kne,0,,,,,
,,matos ki falaide uba ektu shomoy de,0,,,,,
,,duiota milia beta ogure bujugbajug bujaia 2 litre petrol or tk nilagi,0,,,,,
,,mojar bisoy oilo english mator majkano jokon Sylheti mat mukhe di ay r amrar Sylheti mat oilo amrar nijossho ekta brand e vasha kewr loghe milto nay,0,,,,,
,,amrar mator ufre r kunta oite fare na,0,,,,,
,,Dui desor oile o vasha amrar sylhoti,0,,,,,
,,Tumra manush marbae re,0,,,,,
,,"Betar furi thakle Tik ache",0,,,,,
,,"mator maje fes ase, bujle bujpata na bujle tejpata, kotay ase pora janle ulta pora jay",0,,,,,
,,ijat damand faita koi murobbire koiar joldi furire bia deo ar naile barota bajijaibo,0,,,,,
,,Aij ekan hiklam,0,,,,,
,,kitare tui miss call maros kne tui to ruji korre,0,,,,,
,,tor hourr re ola koris,0,,,,,
,,sasa tumio boro jala ditray,0,,,,,
,,Tumra tk dilaio internet pack kintam Naile amareo ela dhorilaibo ekdin,0,,,,,
,,vai je boro golay Matira apnar j agey kali jano kita kita korto eta komse ni,0,,,,,
,,ikan hasa nani tk nai te kita korto,0,,,,,
,,betay miss call marar karon janto sailo r he kilakan gurar,0,,,,,
,,Bhai halka kori laglo shomojota koiya kare jani bash  dilailah ,0,,,,,
,,bia jokon korsoin na miss call to marbau,0,,,,,
,,laga taire miss call tair bafor tk ase call dekle call guraibo ne,0,,,,,
,,Uncle re ila buka banani thik oise na ,0,,,,,
,,ulta sodrul bai goru ekta beso amar gese kali rickshaw bara deoar lagi,0,,,,,
,,ou tik ase ila dui ekta sesra takoin shob jagat,0,,,,,
,,Ola koyjon asoin ba..tar re Jati dekto mention dew,0,,,,,
,,Amar mono oy he hoibo. Jodi o amar loge ita korche na.,0,,,,,
,,igu kgu rebo oito pare amrar logor idea koria kousain,0,,,,,
,,Amra je age pal maria jaitam tain bastam r je ufre boitam tain pasitam,0,,,,,
,,Tmr tanor karone ajke rimon rikshar driver,0,,,,,
,,bejutir tay lagal faise,0,,,,,
,,Ela amar loge bout bar oiche,0,,,,,
,,otaro same obosta bill deoar shomoy tara phn o lagijay,0,,,,,
,,tumar ak nasi nasi hata reva allahy dile,0,,,,,
,,baiye deki jilkai jilkai matiray kahini ita,0,,,,,
,,duro betain ubao ubao ino fes lagigese,0,,,,,
,,mosidor nam dia kita korte shinni kawar danda kali,0,,,,,
,,Natokta j sikkonio i like it,0,,,,,
,,kani kub Bala oy Ami geci,0,,,,,
,,Vai amar bike ta kub sundor kori dilaisoh 🥰,0,,,,,
,,last 2 din thaki afnar video dekram🤌amar je bala lager ar voice o ma-sha-allah🌸,0,,,,,
,,gorur mangsho diya mula sei oy kintu,0,,,,,
,,amra 300 taka rijab kori noukaa loisi 5 jon e😂,0,,,,,
,,Cha na oile amr din suru oyna,0,,,,,
,,ou video korar smy ami dekci tmre🫠,0,,,,,
,,Akta jinis hiklam j Lothar maje o sitol masor bol kori dewa jay,0,,,,,
,,Apnar vlog dekhar lagi always wait kori apu 🥹💕,0,,,,,
,,sobti miliya football lagaw,0,,,,,
,,"Amr o j bala lage saree
kali tk dorkar 😁",0,,,,,
,,Sylhet Mohila college or principal sylheti ni 😯,0,,,,,
,,Falaiya arek ta bag kini law cz koroc besi jaibo spray ba extra kam korbay sobtay milaiya bag arek ta kinte parbay.,0,,,,,
,,vai apnar video dekle haste haste moria abr jita oijai😂😂,0,,,,,
,,Thanks apu recipe dewar lagi ami tiktoko apnare text disl recipe dewar lagi,0,,,,,
,,blood aile besi khoto oile vaccine deowa lage,0,,,,,
,,12 ta ar 1 tar bisoy ta Bujlam nah 🤣,0,,,,,
,,Bhai eta koriona mobile repairing market nosto oibo,0,,,,,
,,Tumi funny videou banau aar Kichu na 🤣,0,,,,,
,,Ekta bla foundation or price 1500 tk,0,,,,,
,,Khadiza makeover best ar munni ache aregu upshohor,0,,,,,
,,"front or mehndi ta try kormu,sundor oice",0,,,,,
,,"2% ou kuno kam korena, r use off dile chul beshi pore",0,,,,,
,,Red o faibay apu budget onujayi sobta faibay,0,,,,,
,,Ami o same result faisi Alhamdulillah,0,,,,,
,,tumi kita hacaw Sylhet e ni go mai,0,,,,,
,,Just joba ful r fata use koroin bala result paiba,0,,,,,
,,Thikace tmr attendance vala ace,0,,,,,
,,ami use korce.. alhumdulillah kub vla kaj korce. 2ta use koray chul utce. amre doctor a disla,0,,,,,
,,Sylhet koite proud koria kor ow jnishta vala lagse..❤️,0,,,,,
,,Omg ami vabsi onno kewre dekram. Zoom kori deki tumi😍,0,,,,,
,,ar tumare amar elakar sada pathor pailo tobuo ami pailam na🙂,0,,,,,
,,"Alhamdulillah 🥰
Biat sobta nijor posondo moto kinia disoin😇",0,,,,,
,,Honestly amar sob tki beshi bala lagse Mehendi look💙  tar pore nikah look🥲,0,,,,,
,,Amar ou prblm itar solution kita kew kicchu use koria komse ni?? Amar halot oula🐼,0,,,,,
,,Tai beti kosto kori bujar akon aam khaibar somoy,0,,,,,
,,Node makeup e shamnashamni beshi shundor lage picture taki,0,,,,,
,,Etha allahar dewa don sob or gore gore dui akjon acoin🤣,0,,,,,
,,Apu khelnar gari take oven r freeze or maje.,0,,,,,
,,j  sundor -- Ok amra aimu,0,,,,,
,,J shomoy jura brishty dak dibo ou shomoy khawa rakia dowr dimu,0,,,,,
,,ow somoy ta kundin je aibo 🫢 Cinta korte korte ami depression gesigi 🙂👍,0,,,,,
,,amr ola aslo akn tik oiche serum use kori,0,,,,,
,,Vair dam koite shorom korse😃,0,,,,,
,,syhleti dulavai eta kita koin🤣,0,,,,,
,,Afne oila akjonor priyo manush..Afnar video r shobdo kano geleu dour diya ay dekar lagi,0,,,,,
,, bai ami apnr sov video deki Apne j telented,0,,,,,
,,bidesh aiya deko koto moja bidesh,0,,,,,
,,Matro randiya aisi ami r fbt dukiya deki ota🙂 🫰,0,,,,,
,,Voice ta hunia lage j porichito nijor kew ekjon🌸 masha Allah j Nice voice 🥹🫶,0,,,,,
,,Ami jantam kahini ola oibo🤣🤣,0,,,,,
,,Ami emotional oisi na ami jantam afne ekno bides loiya moja korba 😂😂,0,,,,,
,,Ami jantam beta kuno din vla oito na 😂😂,0,,,,,
,,Halka keya payel lagar go apnare 😘,0,,,,,
,,Bhai foyla ami emotional oigislam pore ja gotlo 🤣😂😁,0,,,,,
,,ahare oto shundor chul kilan tak kori dilo amr to afsos lager,0,,,,,
,,Je hokol re buddi dein tain kun class o foroin te🤣,0,,,,,
,,O ba vai ita reel's or idea koi fao🤐,0,,,,,
,,Pani chul ar samne aia abar birte duki gelo,0,,,,,
,,"Kita dewya jay e din,,, dilamne idea fairam na 🙂",0,,,,,
,,Tar loge eta tik oiloni  😂!!!,0,,,,,
,,Mane sob kotar ses kota tumar taki sad video asha kora jaitou na..😅🤣,0,,,,,
,,Next a apnar biya khaitam dua roilo dada,0,,,,,
,,Yea allah vai amare jodi olan cul kaita ditay.. je khushi hoilam one...🙂,0,,,,,
,,Afne abeg o acoinn apu..afnar amma e right acoin. Ila kunu ma baf e manta nay,0,,,,,
,,"Apu..
Tmi amr bst frnd or lakan dekte  same... masha allah😇💗💗",0,,,,,
,,Apu tumar nose pin or ekta pic dio plz,0,,,,,
,,Amr goro baiyar jalay dektam fartam na arok goror janala maje lotkia dektam 🤣🤣🤣🤣🤣🤣,0,,,,,
,,Amare onno room o forat bowaiya Tara natok dekta 🙂,0,,,,,
,,Ita amrar choto belar sriti hishebe thakbo🥺Issh.....ager din jodi firia faitam❤️😢,0,,,,,
,,Vai tumr cheharar kotha koise ba😟,0,,,,,
,,Vhaiya glass skin or secret kita👀??,0,,,,,
,,Tumi farlay na robo ela mattay tumi jibon juddot 1 dap kollami geso 😂,0,,,,,
,,Afne  age giya ghumain dekia lage ghum a chuk tania nergi 😂😂😂,0,,,,,
,,oto tk dia uk gese ela na matlay oibo ni,0,,,,,
,,Mosha marar bat dio flex mara jay deki 🙆‍♂️,0,,,,,
,,Aalu torkari item asil na ni sasa .?😐,0,,,,,
,,Ya bhai apnar fuyar biya dilaila r amra re dawat dila nah,0,,,,,
,,bisna chaddor ta bala lagse😁,0,,,,,
,,Shorbonashor mul oise mobile ammay tik koisoin,0,,,,,
,,Ami o voice deyat gele ota kori bade hou text dei 😅,0,,,,,
,,Rasta ta j sundor Saree findia video banaile sei oibo ,0,,,,,
,,Ami r amr friend 2 tay nosto Watch loiya College o exam hall o tao abar protidin,0,,,,,
,,Hayre goribs  eta kita Rolex ni  ,0,,,,,
,,iron kom oice to cul porbo bf o caria jay ni. amar otto same problem🙈,0,,,,,
,,Ou mobile tifanir lagi megh ta ailo🙂,0,,,,,
,,Tumre koto maya korce r tumi 1500tk er lagi kita korlay😐,0,,,,,
,,ou doreu to ammu re koiu na je matat bedna korer 🤓,0,,,,,
,,Abbay koin password changed korsot ni dek sain ay na kene🤣🤣,0,,,,,
,,amr watch or battery about 5 years dhori change korram na 🥱,0,,,,,
,,Common porse kita koin Bai elan exam o ou related take na😂,0,,,,,
,,"Amr abbay o ghorom or maje, ghum teki uthiya aiya fan off korilain🙂",0,,,,,
,,Amrar ino to shob bondo korar agei current jaygi🥲,0,,,,,
,,Oy ekan thik ache... Amr ammay o ota koroin.....sobtar dush khali mobile or 😂😂,0,,,,,
,,Amra gor ammay to wifi o off kori dein koin vust marbo 😐,0,,,,,
,,Sob bon koro khali motor chara😂😂,0,,,,,
,,bakka kosto kori tura tura koria sobti dise🫠💔,0,,,,,
,,"bhai next exam o Uddipok duibar kori lekia dia aio, pass korilaibay but ICT bade",0,,,,,
,,Kano kolom ola candy date 🤣 ami pori nani! Duai allahar go mai🤐,0,,,,,
,,Kolom igu nu amar gese diya geslay mono nai ni🙂,0,,,,,
,,O ba vai ami toh exam deiram amr paf oibo ni dekram j 😫🤣,0,,,,,
,,gas or lagi o napa ni 😂😂,0,,,,,
,,Mathar bednar oto test dekia brain o bedna utijay🙂,0,,,,,
,,Bhai dari colour korat koto tk nise .?😐,0,,,,,
,,Ou karone dada re phone dile mile na🤣🤣,0,,,,,
,,Otar lagi ou moshjid tone juta suri oy😂🤣,0,,,,,
,,afnar mukh bondho Koria matar o akta extra creativity ase jekta amra bujlam,0,,,,,
,,Bat chara mat nai ammar😆,0,,,,,
,,Petrol or daam barar por taki gari-o introvert oi gese 🐸🥲,0,,,,,
,,11 tat gumanir dua poria rait 3 ta bade gumai🙂,0,,,,,
,,Friend re bananit giya nije e oigilam🤦‍♂️,0,,,,,
,,ami tarik dekhram wifir bill dewar somoy aicheni😂,0,,,,,
